,Unnamed: 0,sentences,tagged,Parse_String
470,470, Pada 2002 ia mulai masuk ke Amerika Serikat dengan mendirikan Midland Shipping Group .,"[('Pada', 'IN'), ('2002', 'CD'), ('ia', 'PRP'), ('mulai', 'VB'), ('masuk', 'VB'), ('ke', 'IN'), ('Amerika', 'NNP'), ('Serikat', 'NNP'), ('dengan', 'IN'), ('mendirikan', 'VB'), ('Midland', 'NNP'), ('Shipping', 'NNP'), ('Group', 'NNP'), ('.', 'Z')]",(ROOT (SQ (PP (IN Pada) (NP (CD 2002))) (NP (PRP ia)) (VP (VB mulai) (S (VP (VB masuk) (PP (IN ke) (NP (NNP Amerika) (NNP Serikat))) (SBAR (IN dengan) (S (VP (VB mendirikan) (NP (NNP Midland) (NNP Shipping) (NNP Group)))))))) (Z .)))
471,471," Nama Eesti , atau Estonia , diperkirakan berasal dari kata Aesti , nama yang diberikan oleh bangsa Jerman kuno kepada bangsa Baltik yang tinggal di bagian timur laut Sungai Vistula .","[('Nama', 'NNP'), ('Eesti', 'NNP'), (',', 'Z'), ('atau', 'CC'), ('Estonia', 'NNP'), (',', 'Z'), ('diperkirakan', 'VB'), ('berasal', 'VB'), ('dari', 'IN'), ('kata', 'VB'), ('Aesti', 'NNP'), (',', 'Z'), ('nama', 'NN'), ('yang', 'SC'), ('diberikan', 'VB'), ('oleh', 'IN'), ('bangsa', 'NN'), ('Jerman', 'NNP'), ('kuno', 'NN'), ('kepada', 'IN'), ('bangsa', 'NN'), ('Baltik', 'NNP'), ('yang', 'SC'), ('tinggal', 'VB'), ('di', 'IN'), ('bagian', 'NN'), ('timur', 'NN'), ('laut', 'NN'), ('Sungai', 'NNP'), ('Vistula', 'NNP'), ('.', 'Z')]","(ROOT (S (NP (NNP Nama) (NNP Eesti) (NML (Z ,) (CC atau)) (NNP Estonia)) (VP (Z ,) (VP (VB diperkirakan) (S (VP (VB berasal) (SBAR (IN dari) (SINV (VP (VB kata) (NP (NP (NNP Aesti) (Z ,)) (NN nama) (S (VP (SC yang) (VP (VB diberikan) (SBAR (IN oleh) (S (NP (NP (NN bangsa) (NNP Jerman) (NN kuno)) (PP (IN kepada) (NN bangsa) (NP (NNP Baltik)))) (VP (SC yang) (VP (VB tinggal) (PP (IN di) (NP (NN bagian) (NN timur) (NN laut)))))))))))) (NP (NNP Sungai) (NNP Vistula)))))))) (Z .)))"
472,472," Ia adalah adik kandung model Sandy Harun , menikah dengan Romy Soekarno yang merupakan putra dari politisi Rachmawati Soekarnoputri .","[('Ia', 'PRP'), ('adalah', 'VB'), ('adik', 'NN'), ('kandung', 'NN'), ('model', 'NN'), ('Sandy', 'NNP'), ('Harun', 'NNP'), (',', 'Z'), ('menikah', 'VB'), ('dengan', 'IN'), ('Romy', 'NNP'), ('Soekarno', 'NNP'), ('yang', 'SC'), ('merupakan', 'VB'), ('putra', 'NN'), ('dari', 'IN'), ('politisi', 'NN'), ('Rachmawati', 'NNP'), ('Soekarnoputri', 'NNP'), ('.', 'Z')]","(ROOT (S (NP (PRP Ia)) (VP (VB adalah) (S (NP (NML (NN adik) (NN kandung) (NN model)) (NNP Sandy) (NNP Harun)) (VP (Z ,) (VP (VB menikah) (SBAR (IN dengan) (S (NP (NNP Romy) (NNP Soekarno)) (VP (SC yang) (VP (VB merupakan) (NP (NN putra)) (PP (IN dari) (NP (NN politisi) (NNP Rachmawati) (NNP Soekarnoputri))))))))))) (Z .)))"
473,473," Kasih yang sedih karena kakak yang disayanginya menderita penyakit serius , kemudian mendonorkan ginjal kepada kakaknya tersebut .","[('Kasih', 'NN'), ('yang', 'SC'), ('sedih', 'JJ'), ('karena', 'SC'), ('kakak', 'NN'), ('yang', 'SC'), ('disayanginya', 'VB'), ('menderita', 'VB'), ('penyakit', 'NN'), ('serius', 'JJ'), (',', 'Z'), ('kemudian', 'CC'), ('mendonorkan', 'VB'), ('ginjal', 'NN'), ('kepada', 'IN'), ('kakaknya', 'NN'), ('tersebut', 'PR'), ('.', 'Z')]","(ROOT (S (NP (NP (NN Kasih)) (PP (SC yang) (NP (JJ sedih) (SC karena) (NN kakak)))) (VP (SC yang) (VP (VB disayanginya) (S (VP (VB menderita) (S (NP (ADJP (NN penyakit) (JJ serius)) (NML (Z ,) (CC kemudian))) (VP (VB mendonorkan) (NP (NN ginjal)) (PP (IN kepada) (NP (NN kakaknya) (PR tersebut))))))))) (Z .)))"
474,474, Berbagai stupa besar dibangun bersamaan dengan kuil dalam gua dan biara - biara diukir dari batu - batu cadas .,"[('Berbagai', 'IN'), ('stupa', 'NN'), ('besar', 'JJ'), ('dibangun', 'VB'), ('bersamaan', 'VB'), ('dengan', 'IN'), ('kuil', 'NN'), ('dalam', 'IN'), ('gua', 'NN'), ('dan', 'CC'), ('biara', 'NN'), ('-', 'Z'), ('biara', 'NN'), ('diukir', 'VB'), ('dari', 'IN'), ('batu', 'NN'), ('-', 'Z'), ('batu', 'NN'), ('cadas', 'NN'), ('.', 'Z')]",(ROOT (S (PP (IN Berbagai) (ADJP (NN stupa) (JJ besar))) (VP (VB dibangun) (VP (VB bersamaan) (SBAR (IN dengan) (S (NP (NP (NN kuil)) (PP (IN dalam) (NP (NML (NN gua) (CC dan) (NN biara)) (Z -) (NN biara)))) (VP (VB diukir) (PP (IN dari) (NP (NML (NN batu) (Z -) (NN batu)) (NN cadas)))))))) (Z .)))
475,475," Di bagian utara terletak ngarai - ngarai yang panjang dan dalam , serta gunung Nebo dimana Musa mati .","[('Di', 'IN'), ('bagian', 'NN'), ('utara', 'NN'), ('terletak', 'VB'), ('ngarai', 'NN'), ('-', 'Z'), ('ngarai', 'NN'), ('yang', 'SC'), ('panjang', 'JJ'), ('dan', 'CC'), ('dalam', 'IN'), (',', 'Z'), ('serta', 'CC'), ('gunung', 'NN'), ('Nebo', 'NNP'), ('dimana', 'VB'), ('Musa', 'NNP'), ('mati', 'VB'), ('.', 'Z')]","(ROOT (S (PP (IN Di) (NP (NN bagian) (NN utara))) (VP (VB terletak) (S (NP (NP (NN ngarai) (Z -) (NN ngarai)) (PP (SC yang) (NP (JJ panjang) (NML (CC dan) (NML (NML (PP (IN dalam))) (Z ,)) (CC serta) (NML (NN gunung))) (NNP Nebo)))) (VP (VB dimana) (S (NP (NNP Musa)) (VP (VB mati)))))) (Z .)))"
476,476," Dan itu berlangsung terus sampai guru pianonya berinisiatif untuk mengirimkan Renata untuk berguru pada Italo Brancucci , seorang guru menyanyi di conservatory , Parma .","[('Dan', 'CC'), ('itu', 'PR'), ('berlangsung', 'VB'), ('terus', 'RB'), ('sampai', 'SC'), ('guru', 'NN'), ('pianonya', 'NN'), ('berinisiatif', 'VB'), ('untuk', 'SC'), ('mengirimkan', 'VB'), ('Renata', 'NNP'), ('untuk', 'SC'), ('berguru', 'VB'), ('pada', 'IN'), ('Italo', 'NNP'), ('Brancucci', 'NNP'), (',', 'Z'), ('seorang', 'NND'), ('guru', 'NN'), ('menyanyi', 'VB'), ('di', 'IN'), ('conservatory', 'NNP'), (',', 'Z'), ('Parma', 'NNP'), ('.', 'Z')]","(ROOT (S (NP (CC Dan)) (VP (PR itu) (VP (VB berlangsung) (ADVP (RB terus)) (PP (SC sampai) (NP (NN guru) (NN pianonya))) (S (VP (VB berinisiatif) (SC untuk) (VP (VB mengirimkan) (NP (NNP Renata)) (S (VP (SC untuk) (VP (VB berguru) (SBAR (IN pada) (S (NP (NNP Italo) (NNP Brancucci)) (VP (Z ,) (S (NP (NND seorang) (NN guru)) (VP (VB menyanyi) (PP (IN di) (NP (NNP conservatory) (Z ,) (NNP Parma)))))))))))))))) (Z .)))"
477,477, Tenaga kerja yang jadi korban mencapai jutaan jiwa sehingga negara menjadi lemah .,"[('Tenaga', 'NNP'), ('kerja', 'NN'), ('yang', 'SC'), ('jadi', 'VB'), ('korban', 'NN'), ('mencapai', 'VB'), ('jutaan', 'NN'), ('jiwa', 'NN'), ('sehingga', 'SC'), ('negara', 'NN'), ('menjadi', 'VB'), ('lemah', 'JJ'), ('.', 'Z')]",(ROOT (S (NP (NNP Tenaga) (NN kerja)) (VP (SC yang) (VP (VB jadi) (S (NP (NN korban)) (VP (VB mencapai) (S (NP (NP (NN jutaan) (NN jiwa)) (PP (SC sehingga) (NP (NN negara)))) (VP (VB menjadi) (ADJP (JJ lemah)))))))) (Z .)))
478,478," Makanan pertama apa yang dimakan orang di surga ? Dari timur laut hingga barat daya , pulau - pulau yang berpenduduk di Kepulauan Ryukyu dibagi menjadi tiga gugus kepulauan: Berikut ini adalah daftar kota - kota kecil dan desa di setiap distrik .","[('Makanan', 'NN'), ('pertama', 'OD'), ('apa', 'WH'), ('yang', 'SC'), ('dimakan', 'VB'), ('orang', 'NN'), ('di', 'IN'), ('surga', 'NN'), ('?', 'Z'), ('Dari', 'IN'), ('timur', 'NN'), ('laut', 'NN'), ('hingga', 'IN'), ('barat', 'NN'), ('daya', 'NN'), (',', 'Z'), ('pulau', 'NN'), ('-', 'Z'), ('pulau', 'NN'), ('yang', 'SC'), ('berpenduduk', 'VB'), ('di', 'IN'), ('Kepulauan', 'NNP'), ('Ryukyu', 'NNP'), ('dibagi', 'VB'), ('menjadi', 'VB'), ('tiga', 'CD'), ('gugus', 'NN'), ('kepulauan:', 'NN'), ('Berikut', 'NN'), ('ini', 'PR'), ('adalah', 'VB'), ('daftar', 'NN'), ('kota', 'NN'), ('-', 'Z'), ('kota', 'NN'), ('kecil', 'JJ'), ('dan', 'CC'), ('desa', 'NN'), ('di', 'IN'), ('setiap', 'CD'), ('distrik', 'NN'), ('.', 'Z')]","(ROOT (S (NP (NN Makanan)) (VP (OD pertama) (NP (WH apa) (NML (SC yang) (S (VP (VB dimakan) (NP (NN orang)) (PP (IN di) (NP (NN surga))) (Z ?) (SBAR (IN Dari) (S (NP (NN timur) (NN laut)) (PP (IN hingga) (NP (NN barat) (NN daya))))))) (Z ,) (NML (NN pulau) (Z -) (NN pulau)) (SC yang) (NML (S (VP (VB berpenduduk) (SBAR (IN di) (S (NP (NNP Kepulauan) (NNP Ryukyu)) (VP (VB dibagi) (VP (VB menjadi) (NP (CD tiga) (NML (NN gugus) (NN kepulauan:)) (NN Berikut))))))))) (PR ini) (S (VP (VB adalah) (NP (NN daftar) (NN kota)))) (Z -)) (NML (NML (NN kota) (JJ kecil)) (CC dan) (NML (NML (NN desa)) (PP (IN di) (NP (CD setiap))))) (NN distrik))) (Z .)))"
479,479," Untuk pasar domestik Jepang , mesin untuk Auris hanya 1,5 liter 1NZ - FE dan 1,8 liter 2ZR - FE .","[('Untuk', 'SC'), ('pasar', 'NN'), ('domestik', 'JJ'), ('Jepang', 'NNP'), (',', 'Z'), ('mesin', 'NN'), ('untuk', 'SC'), ('Auris', 'NNP'), ('hanya', 'RB'), ('1,5', 'CD'), ('liter', 'NND'), ('1NZ', 'NNP'), ('-', 'Z'), ('FE', 'NNP'), ('dan', 'CC'), ('1,8', 'CD'), ('liter', 'NND'), ('2ZR', 'NN'), ('-', 'Z'), ('FE', 'NNP'), ('.', 'Z')]","(ROOT (FRAG (NP (SC Untuk) (NN pasar) (JJ domestik)) (NP (NNP Jepang) (Z ,)) (NP (NN mesin)) (NP (SC untuk) (NNP Auris)) (ADVP (RB hanya)) (NP (CD 1,5)) (NND liter) (NP (NNP 1NZ)) (Z -) (NP (NNP FE) (NML (CC dan) (NML (CD 1,8)) (NND liter) (NML (NN 2ZR) (Z -))) (NNP FE)) (Z .)))"
480,480, Kedua mesin tersedia dengan penggerak roda depan dan all - wheel drive .,"[('Kedua', 'CD'), ('mesin', 'NN'), ('tersedia', 'VB'), ('dengan', 'IN'), ('penggerak', 'NN'), ('roda', 'NN'), ('depan', 'NN'), ('dan', 'CC'), ('all', 'NN'), ('-', 'Z'), ('wheel', 'NN'), ('drive', 'NN'), ('.', 'Z')]",(ROOT (S (NP (CD Kedua) (NN mesin)) (VP (VB tersedia) (PP (IN dengan) (NP (NN penggerak) (NML (NML (NN roda) (NN depan)) (CC dan) (NML (NN all) (Z -) (NN wheel))) (NN drive)))) (Z .)))
481,481," Di hiruk pikuk kemajuan dan keblinger manusia , tidakkah mengucapkan serupa ini merupakan pengucapan yang sangat pedih dan dengan cara sederhana sekalipun , mengingatkan dan mendidik kita akan harga sebuah kehidupan ? Pada awal tahun 1870 - an , Jepang kembali berusaha merebut Korea yang berada dalam pengaruh Cina .","[('Di', 'IN'), ('hiruk', 'NN'), ('pikuk', 'NN'), ('kemajuan', 'NN'), ('dan', 'CC'), ('keblinger', 'NN'), ('manusia', 'NN'), (',', 'Z'), ('tidakkah', 'NN'), ('mengucapkan', 'VB'), ('serupa', 'NN'), ('ini', 'PR'), ('merupakan', 'VB'), ('pengucapan', 'NN'), ('yang', 'SC'), ('sangat', 'RB'), ('pedih', 'JJ'), ('dan', 'CC'), ('dengan', 'IN'), ('cara', 'NN'), ('sederhana', 'JJ'), ('sekalipun', 'SC'), (',', 'Z'), ('mengingatkan', 'VB'), ('dan', 'CC'), ('mendidik', 'VB'), ('kita', 'PRP'), ('akan', 'MD'), ('harga', 'NN'), ('sebuah', 'NND'), ('kehidupan', 'NN'), ('?', 'Z'), ('Pada', 'IN'), ('awal', 'NN'), ('tahun', 'NN'), ('1870', 'NNP'), ('-', 'Z'), ('an', 'NNP'), (',', 'Z'), ('Jepang', 'NNP'), ('kembali', 'VB'), ('berusaha', 'VB'), ('merebut', 'VB'), ('Korea', 'NNP'), ('yang', 'SC'), ('berada', 'VB'), ('dalam', 'IN'), ('pengaruh', 'NN'), ('Cina', 'NNP'), ('.', 'Z')]","(ROOT (S (PP (IN Di) (NP (NP (NN hiruk) (NN pikuk) (NML (NN kemajuan) (CC dan) (NN keblinger)) (NN manusia)) (PP (Z ,) (NP (NN tidakkah))))) (VP (VB mengucapkan) (NP (NN serupa)) (S (VP (PR ini) (VP (VB merupakan) (S (NP (NP (NN pengucapan)) (PP (SC yang) (NP (ADJP (RB sangat) (JJ pedih)) (NML (CC dan) (NML (PP (IN dengan) (NP (NN cara) (JJ sederhana) (SC sekalipun)))) (Z ,) (NML (VB mengingatkan) (CC dan)))))) (VP (VB mendidik) (S (NP (PRP kita)) (VP (MD akan) (ADVP (NML (NN harga) (NND sebuah) (NN kehidupan)) (Z ?) (PP (IN Pada) (NP (NML (NN awal) (NN tahun)) (NNP 1870) (Z -) (NNP an) (Z ,) (NNP Jepang)))) (VP (VB kembali) (VB berusaha) (VB merebut) (NP (NNP Korea)) (S (VP (SC yang) (VP (VB berada) (PP (IN dalam) (NP (NN pengaruh) (NNP Cina))))))))))))))) (Z .)))"
482,482," Pada tahun 1895 , Maharani Myeongseong dibunuh oleh mata - mata Jepang .","[('Pada', 'IN'), ('tahun', 'NN'), ('1895', 'CD'), (',', 'Z'), ('Maharani', 'NNP'), ('Myeongseong', 'NNP'), ('dibunuh', 'VB'), ('oleh', 'IN'), ('mata', 'NN'), ('-', 'Z'), ('mata', 'NN'), ('Jepang', 'NNP'), ('.', 'Z')]","(ROOT (SINV (PP (IN Pada) (NP (NN tahun) (CD 1895))) (Z ,) (NP (NNP Maharani) (NNP Myeongseong)) (VP (VB dibunuh) (SBAR (IN oleh) (S (NP (NN mata)) (VP (Z -) (PP (NN mata) (NP (NNP Jepang))))))) (Z .)))"
483,483, Tama dan Ambar juga mencoba menenangkan Kaffa .,"[('Tama', 'NNP'), ('dan', 'CC'), ('Ambar', 'NNP'), ('juga', 'RB'), ('mencoba', 'VB'), ('menenangkan', 'VB'), ('Kaffa', 'NNP'), ('.', 'Z')]",(ROOT (S (NP (NP (NML (NNP Tama) (CC dan) (NNP Ambar))) (SBAR (S (ADVP (RB juga)) (VP (VB mencoba))))) (VP (VB menenangkan) (NP (NNP Kaffa))) (Z .)))
484,484," Level pemain dalam RO terbagi 2 , base level dan job level .","[('Level', 'NNP'), ('pemain', 'NN'), ('dalam', 'IN'), ('RO', 'NNP'), ('terbagi', 'VB'), ('2', 'CD'), (',', 'Z'), ('base', 'FW'), ('level', 'NN'), ('dan', 'CC'), ('job', 'NN'), ('level', 'NN'), ('.', 'Z')]","(ROOT (S (NP (NP (NNP Level) (NN pemain)) (PP (IN dalam) (NP (NNP RO)))) (VP (VB terbagi) (NP (CD 2)) (PP (Z ,) (NP (FW base) (NML (NML (NN level) (CC dan) (NN job)) (NN level))))) (Z .)))"
485,485," Bila pengguna ingin berbahasa Indonesia , dapat bergabung dengan # bawel , # pondok , # indo , # puncak , dan masih banyak lagi .","[('Bila', 'SC'), ('pengguna', 'NN'), ('ingin', 'RB'), ('berbahasa', 'VB'), ('Indonesia', 'NNP'), (',', 'Z'), ('dapat', 'MD'), ('bergabung', 'VB'), ('dengan', 'IN'), ('#', 'NN'), ('bawel', 'NN'), (',', 'Z'), ('#', 'NN'), ('pondok', 'NN'), (',', 'Z'), ('#', 'NN'), ('indo', 'NN'), (',', 'Z'), ('#', 'NN'), ('puncak', 'NN'), (',', 'Z'), ('dan', 'CC'), ('masih', 'MD'), ('banyak', 'CD'), ('lagi', 'RB'), ('.', 'Z')]","(ROOT (S (NP (SC Bila) (NN pengguna)) (ADVP (RB ingin)) (VP (VB berbahasa) (S (NP (NNP Indonesia) (Z ,)) (VP (MD dapat) (VP (VB bergabung) (SBAR (IN dengan) (S (NP (NML (NN #) (NN bawel) (Z ,) (NN #) (NN pondok) (Z ,) (NN #) (NN indo) (Z ,) (NN #)) (NML (NN puncak) (Z ,) (CC dan))) (VP (MD masih) (ADVP (NP (CD banyak)) (RB lagi)) (VP (Z .)))))))))))"
486,486, Dusun ini dikelilingi jalan semi aspal yang lumayan lebar sehingga mobil dapat masuk dengan mudah .,"[('Dusun', 'NNP'), ('ini', 'PR'), ('dikelilingi', 'VB'), ('jalan', 'NN'), ('semi', 'NN'), ('aspal', 'NN'), ('yang', 'SC'), ('lumayan', 'RB'), ('lebar', 'JJ'), ('sehingga', 'SC'), ('mobil', 'NN'), ('dapat', 'MD'), ('masuk', 'VB'), ('dengan', 'IN'), ('mudah', 'JJ'), ('.', 'Z')]",(ROOT (S (NP (NNP Dusun)) (VP (PR ini) (VP (VB dikelilingi) (NP (NP (NN jalan) (NN semi) (NN aspal)) (SBAR (S (NP (SC yang) (ADJP (RB lumayan) (JJ lebar)) (SC sehingga) (NN mobil)) (VP (MD dapat) (VP (VB masuk) (PP (IN dengan) (ADJP (JJ mudah)))))))))) (Z .)))
487,487," Pembangunan 2 gedung baru telah selesai , yaitu Gedung Maria yang mempunyai 4 Lantai dan Gedung Yosef yang mempunyai Lantai , sehingga dapat menampung sekitar 370 tempat tidur dan berbagai fasilitas kesehatan baru , menjadikan RS .","[('Pembangunan', 'NN'), ('2', 'CD'), ('gedung', 'NN'), ('baru', 'JJ'), ('telah', 'MD'), ('selesai', 'VB'), (',', 'Z'), ('yaitu', 'SC'), ('Gedung', 'NNP'), ('Maria', 'NNP'), ('yang', 'SC'), ('mempunyai', 'VB'), ('4', 'CD'), ('Lantai', 'NNP'), ('dan', 'CC'), ('Gedung', 'NNP'), ('Yosef', 'NNP'), ('yang', 'SC'), ('mempunyai', 'VB'), ('Lantai', 'NNP'), (',', 'Z'), ('sehingga', 'SC'), ('dapat', 'MD'), ('menampung', 'VB'), ('sekitar', 'IN'), ('370', 'CD'), ('tempat', 'NN'), ('tidur', 'NN'), ('dan', 'CC'), ('berbagai', 'CD'), ('fasilitas', 'NN'), ('kesehatan', 'NN'), ('baru', 'JJ'), (',', 'Z'), ('menjadikan', 'VB'), ('RS', 'NNP'), ('.', 'Z')]","(ROOT (S (NP (NP (NN Pembangunan)) (ADJP (NP (CD 2) (NN gedung)) (JJ baru))) (VP (MD telah) (VP (VB selesai) (PP (Z ,) (NP (SC yaitu) (NNP Gedung) (NNP Maria))) (S (VP (SC yang) (VP (VB mempunyai) (S (NP (NML (NML (CD 4)) (NNP Lantai) (CC dan) (NNP Gedung)) (NNP Yosef) (SC yang)) (VP (VB mempunyai) (NP (NNP Lantai)) (SBAR (Z ,) (S (NP (SC sehingga)) (VP (MD dapat) (VP (VB menampung) (SBAR (IN sekitar) (S (NP (CD 370) (NML (NML (NN tempat) (NN tidur)) (CC dan) (NML (CD berbagai))) (NN fasilitas) (NN kesehatan)) (ADJP (JJ baru)) (VP (Z ,) (VP (VB menjadikan) (NP (NNP RS))))))))))))))))) (Z .)))"
488,488, Santo Borromeus sebagai sebuah fasilitas kesehatan yang memadai di kota Bandung .,"[('Santo', 'NNP'), ('Borromeus', 'NNP'), ('sebagai', 'IN'), ('sebuah', 'NND'), ('fasilitas', 'NN'), ('kesehatan', 'NN'), ('yang', 'SC'), ('memadai', 'VB'), ('di', 'IN'), ('kota', 'NN'), ('Bandung', 'NNP'), ('.', 'Z')]",(ROOT (S (NP (NP (NNP Santo) (NNP Borromeus)) (PP (IN sebagai) (NP (NND sebuah) (NN fasilitas) (NN kesehatan)))) (VP (SC yang) (VP (VB memadai) (PP (IN di) (NP (NN kota) (NNP Bandung))))) (Z .)))
489,489," Sebelum masyarakat mampu mengganti televisi analognya menjadi televisi digital , masyarakat menerima siaran analog dari pemancar televisi yang menyiarkan siaran televisi digital .","[('Sebelum', 'SC'), ('masyarakat', 'NN'), ('mampu', 'JJ'), ('mengganti', 'VB'), ('televisi', 'NN'), ('analognya', 'NN'), ('menjadi', 'VB'), ('televisi', 'NN'), ('digital', 'VB'), (',', 'Z'), ('masyarakat', 'NN'), ('menerima', 'VB'), ('siaran', 'NN'), ('analog', 'NN'), ('dari', 'IN'), ('pemancar', 'NN'), ('televisi', 'NN'), ('yang', 'SC'), ('menyiarkan', 'VB'), ('siaran', 'NN'), ('televisi', 'NN'), ('digital', 'VB'), ('.', 'Z')]","(ROOT (SQ (SC Sebelum) (NP (NN masyarakat) (JJ mampu)) (VP (VB mengganti) (S (NP (NN televisi) (NN analognya)) (VP (VB menjadi) (S (NP (NN televisi)) (VP (VB digital) (S (NP (Z ,) (NN masyarakat)) (VP (VB menerima) (NP (NN siaran) (NN analog)) (SBAR (IN dari) (S (NP (NN pemancar) (NN televisi)) (VP (SC yang) (VP (VB menyiarkan) (S (NP (NN siaran) (NN televisi)) (VP (VB digital)))))))))))))) (Z .)))"
490,490, Kelurahan Pangeran adalah kelurahan dimana tempat berkumpulnya beberapa perguruan tinggi .,"[('Kelurahan', 'NN'), ('Pangeran', 'NNP'), ('adalah', 'VB'), ('kelurahan', 'NN'), ('dimana', 'VB'), ('tempat', 'NN'), ('berkumpulnya', 'VB'), ('beberapa', 'CD'), ('perguruan', 'NN'), ('tinggi', 'JJ'), ('.', 'Z')]",(ROOT (SQ (NP (NN Kelurahan) (NNP Pangeran)) (VP (VB adalah) (S (NP (NN kelurahan)) (VP (VB dimana) (S (NP (NN tempat)) (VP (VB berkumpulnya) (NP (CD beberapa) (NN perguruan)) (S (ADJP (JJ tinggi)))))))) (Z .)))
491,491," Kalang adalah sebuah nama desa di wilayah Kecamatan Sidorejo , Kabupaten Magetan , Provinsi Jawa Timur .","[('Kalang', 'NNP'), ('adalah', 'VB'), ('sebuah', 'NND'), ('nama', 'NN'), ('desa', 'NN'), ('di', 'IN'), ('wilayah', 'NN'), ('Kecamatan', 'NNP'), ('Sidorejo', 'NNP'), (',', 'Z'), ('Kabupaten', 'NNP'), ('Magetan', 'NNP'), (',', 'Z'), ('Provinsi', 'NNP'), ('Jawa', 'NNP'), ('Timur', 'NNP'), ('.', 'Z')]","(ROOT (S (NP (NNP Kalang)) (VP (VB adalah) (NP (NND sebuah) (NN nama) (NN desa)) (PP (IN di) (NP (NP (NN wilayah) (NNP Kecamatan) (NNP Sidorejo)) (PP (Z ,) (NP (NP (NNP Kabupaten) (NNP Magetan) (Z ,)) (NNP Provinsi) (NNP Jawa) (NNP Timur)))))) (Z .)))"
492,492," Keinginan awal mereka adalah ingin memasukkan unsur - unsur yang tidak pernah ada sebelumnya di Blink - 182 , seperti drum elektronik , keyboard dan rekaman digital penuh .","[('Keinginan', 'NN'), ('awal', 'NN'), ('mereka', 'PRP'), ('adalah', 'VB'), ('ingin', 'RB'), ('memasukkan', 'VB'), ('unsur', 'NN'), ('-', 'Z'), ('unsur', 'NN'), ('yang', 'SC'), ('tidak', 'NEG'), ('pernah', 'MD'), ('ada', 'VB'), ('sebelumnya', 'NN'), ('di', 'IN'), ('Blink', 'NNP'), ('-', 'Z'), ('182', 'CD'), (',', 'Z'), ('seperti', 'IN'), ('drum', 'NN'), ('elektronik', 'NN'), (',', 'Z'), ('keyboard', 'NN'), ('dan', 'CC'), ('rekaman', 'NN'), ('digital', 'VB'), ('penuh', 'JJ'), ('.', 'Z')]","(ROOT (S (NP (NN Keinginan)) (VP (NN awal) (S (NP (PRP mereka)) (VP (VB adalah) (S (S (ADVP (RB ingin)) (VP (VB memasukkan) (NP (NN unsur) (Z -) (NN unsur)) (SBAR (SC yang) (S (NP (NEG tidak)) (VP (MD pernah) (VP (VB ada) (NP (NN sebelumnya)) (PP (IN di) (NP (NNP Blink))))))))) (Z -) (S (PP (NP (CD 182) (Z ,)) (IN seperti) (NP (NP (NN drum) (NN elektronik)) (PP (Z ,) (NP (NML (NN keyboard) (CC dan)) (NN rekaman))))) (VP (VB digital) (ADJP (JJ penuh)))))))) (Z .)))"
493,493, Pemerintah Daerah Kabupaten Ogan Komering Ulu Selatan juga menggalakkan peran aktif badan perwakilan desa ( BPD ) dalam menentukan kebijakan desa di daerah masing - masing .,"[('Pemerintah', 'NN'), ('Daerah', 'NN'), ('Kabupaten', 'NNP'), ('Ogan', 'NNP'), ('Komering', 'NNP'), ('Ulu', 'NNP'), ('Selatan', 'NNP'), ('juga', 'RB'), ('menggalakkan', 'VB'), ('peran', 'NN'), ('aktif', 'JJ'), ('badan', 'NN'), ('perwakilan', 'NN'), ('desa', 'NN'), ('(', 'Z'), ('BPD', 'NN'), (')', 'Z'), ('dalam', 'IN'), ('menentukan', 'VB'), ('kebijakan', 'NN'), ('desa', 'NN'), ('di', 'IN'), ('daerah', 'NN'), ('masing', 'NN'), ('-', 'Z'), ('masing', 'NN'), ('.', 'Z')]",(ROOT (S (NP (NP (NN Pemerintah) (NN Daerah)) (NP (NNP Kabupaten) (NNP Ogan) (NNP Komering) (NNP Ulu) (NNP Selatan))) (ADVP (RB juga)) (VP (VB menggalakkan) (NP (NP (NN peran) (JJ aktif) (NN badan) (NN perwakilan) (NN desa)) (PP (Z -LRB-) (NP (NN BPD) (Z -RRB-)))) (SBAR (IN dalam) (S (VP (VB menentukan) (NP (NN kebijakan) (NN desa)) (PP (IN di) (NP (NP (NN daerah) (NN masing)) (PP (Z -) (NP (NN masing))))))))) (Z .)))
494,494, Danau Lindu menjadi sumber mata pencaharian masyarakat sekitar yang berprofesi sebagai nelayan ikan air tawar .,"[('Danau', 'NNP'), ('Lindu', 'NNP'), ('menjadi', 'VB'), ('sumber', 'NN'), ('mata', 'NN'), ('pencaharian', 'NN'), ('masyarakat', 'NN'), ('sekitar', 'IN'), ('yang', 'SC'), ('berprofesi', 'VB'), ('sebagai', 'IN'), ('nelayan', 'NN'), ('ikan', 'NN'), ('air', 'NN'), ('tawar', 'NN'), ('.', 'Z')]",(ROOT (S (NP (NNP Danau) (NNP Lindu)) (VP (VB menjadi) (NP (NN sumber) (NN mata) (NN pencaharian) (NN masyarakat)) (SBAR (IN sekitar) (S (VP (SC yang) (VP (VB berprofesi) (PP (IN sebagai) (NP (NML (NN nelayan) (NN ikan)) (NN air) (NN tawar)))))))) (Z .)))
